user_id,sexo,comentario,fecha_nacimiento
199,Mujer,"Me gustan romances como 'Twilight', distopías como 'Catching Fire' y dramas como 'The Kite Runner'.",11/02/2000
200,Hombre,"Amo clásicos como 'Romeo and Juliet', thrillers como 'Gone Girl' y fantasías como 'A Game of Thrones'.",16/11/1986
201,Hombre,"Disfruto clásicos como 'The Great Gatsby', fantasías como 'The Hobbit' y thrillers como 'Angels & Demons'.",08/11/1983
202,Mujer,"Me encantan aventuras como 'Harry Potter', romances como 'Twilight' y clásicos como 'The Hobbit'.",26/03/2000
203,Hombre,"Amo distopías como 'The Hunger Games', juveniles como 'The Fault in Our Stars' y clásicos como 'The Great Gatsby'.",01/09/2003
204,Mujer,"Prefiero clásicos como 'Pride and Prejudice', dramas como 'The Kite Runner' y reflexiones como 'To Kill a Mockingbird'.",12/08/1977
205,Hombre,"Disfruto clásicos como 'The Great Gatsby', distopías como 'Nineteen Eighty-Four' y sátiras como 'Animal Farm'.",15/12/1975
206,Mujer,"Me gustan aventuras como 'Harry Potter', dramas como 'The Kite Runner' y narrativas como 'Memoirs of a Geisha'.",10/05/1992
207,Hombre,"Amo clásicos como 'To Kill a Mockingbird', fantasías como 'The Hobbit' y thrillers como 'Angels & Demons'.",08/10/1986
208,Mujer,"Prefiero distopías como 'Divergent', thrillers como 'Gone Girl' y dramas como 'The Lovely Bones'.",12/06/1998
209,Hombre,"Disfruto aventuras como 'Harry Potter', clásicos como 'The Great Gatsby' y reflexiones como 'The Catcher in the Rye'.",14/02/1990
210,Mujer,"Me encantan clásicos como 'Pride and Prejudice', dramas como 'The Kite Runner' y aventuras como 'Harry Potter'.",08/10/1981
211,Hombre,"Amo distopías como 'The Hunger Games', thrillers como 'Män som hatar kvinnor' y acción como 'Divergent'.",04/12/1996
212,Mujer,"Prefiero fantasías como 'The Hobbit', clásicos como 'The Great Gatsby' y reflexiones como 'To Kill a Mockingbird'.",12/01/1988
213,Hombre,"Disfruto la trilogía de 'The Hunger Games', fantasías como 'The Hobbit' y thrillers como 'Gone Girl'.",17/05/2001
214,Mujer,"Me gustan clásicos como 'The Great Gatsby', distopías como 'Nineteen Eighty-Four' y aventuras como 'Harry Potter'.",17/03/1979
215,Hombre,"Amo clásicos como 'The Hobbit', distopías como 'Nineteen Eighty-Four' y memorias como 'Het Achterhuis'.",10/03/1973
216,Mujer,"Disfruto clásicos como 'The Great Gatsby', thrillers como 'Gone Girl' y romances como 'Little Women'.",18/01/1994
217,Hombre,"Prefiero clásicos como 'To Kill a Mockingbird', thrillers como 'Angels & Demons' y ciencia ficción como 'The Hitchhiker's Guide'.",13/04/1985
218,Mujer,"Me encantan distopías como 'The Hunger Games', clásicos como 'Pride and Prejudice' y distopías como 'Nineteen Eighty-Four'.",02/08/1997
219,Hombre,"Disfruto clásicos como 'The Great Gatsby', sátiras como 'Animal Farm' y memorias como 'Het Achterhuis'.",20/08/1978
220,Mujer,"Amo la trilogía de 'The Hunger Games', fantasías como 'The Hobbit' y thrillers como 'Män som hatar kvinnor'.",09/07/1999
221,Hombre,"Prefiero aventuras como 'Harry Potter' y dramas como 'The Kite Runner', con un toque de fantasía.",20/09/1991
222,Mujer,"Disfruto distopías como 'The Hunger Games', fantasías como 'The Hobbit' y thrillers como 'Män som hatar kvinnor'.",03/03/1995
223,Hombre,"Me gustan clásicos como 'The Great Gatsby', dramas como 'The Kite Runner' y reflexiones como 'To Kill a Mockingbird'.",24/01/1987
224,Mujer,"Amo clásicos como 'Of Mice and Men', distopías como 'Nineteen Eighty-Four' y narrativas como 'Memoirs of a Geisha'.",21/11/1980
225,Mujer,"Prefiero romances como 'Twilight', juveniles como 'The Fault in Our Stars' y clásicos como 'Pride and Prejudice'.",06/10/2002
226,Hombre,"Disfruto aventuras como 'Harry Potter', clásicos como 'Pride and Prejudice' y sátiras como 'Animal Farm'.",27/12/1984
227,Mujer,"Me encantan juveniles como 'Eleanor & Park', misterios como 'The Goldfinch' y memorias como 'Wild'.",13/09/2005
228,Hombre,"Amo fantasías como 'The Hobbit', clásicos como 'The Great Gatsby' y reflexiones como 'To Kill a Mockingbird'.",20/03/1989
229,Mujer,"Disfruto distopías como 'The Hunger Games', romances como 'Twilight' y dramas como 'The Kite Runner'.",12/06/2000
230,Hombre,"Prefiero clásicos como 'Pride and Prejudice', dramas como 'The Kite Runner' y reflexiones como 'To Kill a Mockingbird'.",21/08/1982
231,Mujer,"Me gustan distopías como 'The Hunger Games', clásicos como 'The Great Gatsby' y reflexiones como 'Of Mice and Men'.",15/08/1993
232,Hombre,"Amo clásicos como 'The Great Gatsby', distopías como 'Nineteen Eighty-Four' y aventuras como 'Harry Potter'.",20/04/1976
233,Mujer,"Disfruto clásicos como 'Pride and Prejudice', sátiras como 'Animal Farm' y reflexiones como 'To Kill a Mockingbird'.",28/04/1974
234,Hombre,"Prefiero distopías como 'The Hunger Games', fantasías como 'The Hobbit' y clásicos como 'To Kill a Mockingbird'.",11/04/1998
235,Mujer,"Me encantan juveniles como 'The Fault in Our Stars', distopías como 'Divergent' y clásicos como 'A Tale of Two Cities'.",22/12/2001
236,Mujer,"Disfruto romances como 'Jane Eyre', distopías como 'Divergent' y dramas como 'The Lovely Bones'.",13/04/1986
237,Hombre,"Amo aventuras como 'Harry Potter', romances como 'Twilight' y clásicos como 'The Great Gatsby'.",03/06/2004
238,Mujer,"Prefiero clásicos como 'The Great Gatsby', sátiras como 'Animal Farm' y espiritualidad como 'O Alquimista'.",19/09/1981
239,Hombre,"Disfruto distopías como 'The Hunger Games', fantasías como 'The Hobbit' y memorias como 'Het Achterhuis'.",18/05/1995
240,Mujer,"Me gustan distopías como 'The Hunger Games', romances como 'Twilight' y clásicos como 'The Great Gatsby'.",18/01/2002
241,Hombre,"Amo distopías como 'Catching Fire', thrillers como 'Gone Girl' y dramas como 'The Secret Life of Bees'.",02/09/1997
242,Mujer,"Disfruto clásicos como 'The Great Gatsby', fantasías como 'The Fellowship of the Ring' y dramas como 'The Kite Runner'.",28/05/1979
243,Hombre,"Prefiero clásicos como 'The Great Gatsby', distopías como 'Nineteen Eighty-Four' y dramas como 'The Kite Runner'.",15/10/1990
244,Mujer,"Me encantan dramas como 'The Kite Runner', thrillers como 'Män som hatar kvinnor' y aventuras como 'Harry Potter'.",19/04/1994
245,Hombre,"Disfruto aventuras como 'Harry Potter', thrillers como 'Angels & Demons' y sátiras como 'Animal Farm'.",11/07/1985
246,Mujer,"Amo distopías como 'The Hunger Games', clásicos como 'The Great Gatsby' y thrillers como 'Angels & Demons'.",22/11/1999
247,Hombre,"Prefiero clásicos como 'The Great Gatsby', dramas como 'The Kite Runner' y reflexiones como 'To Kill a Mockingbird'.",07/03/1992
248,Mujer,"Disfruto romances como 'Twilight', fantasías como 'The Hobbit' y clásicos como 'The Great Gatsby'.",19/12/2003
249,Hombre,"Me gustan aventuras como 'Harry Potter' y reflexiones como 'The Catcher in the Rye', con un toque de fantasía.",13/10/1988
250,Mujer,"Amo distopías como 'The Hunger Games', romances como 'Twilight' y clásicos como 'The Great Gatsby'.",22/02/2005
251,Hombre,"Disfruto distopías como 'The Hunger Games', fantasías como 'The Hobbit' y clásicos como 'The Great Gatsby'.",16/10/1996
252,Mujer,"Prefiero juveniles como 'The Fault in Our Stars', thrillers como 'Gone Girl' y cuentos como 'Le Petit Prince'.",05/09/1991
253,Hombre,"Me encantan romances como 'Twilight', clásicos como 'The Great Gatsby' y reflexiones como 'To Kill a Mockingbird'.",11/10/2000
254,Mujer,"Disfruto juveniles como 'The Fault in Our Stars', fantasías como 'The Lion, the Witch and the Wardrobe' y thrillers como 'The Girl on the Train'.",18/01/1998
255,Hombre,"Amo clásicos como 'Pride and Prejudice', reflexiones como 'The Catcher in the Rye' y aventuras como 'Harry Potter'.",20/08/1980
256,Mujer,"Prefiero distopías como 'The Hunger Games', romances como 'Twilight' y clásicos como 'The Great Gatsby'.",23/11/2004
257,Hombre,"Disfruto distopías como 'Nineteen Eighty-Four', sátiras como 'Animal Farm' y clásicos como 'Jane Eyre'.",04/07/1977
258,Mujer,"Me gustan clásicos como 'Pride and Prejudice', thrillers como 'Angels & Demons' y reflexiones como 'To Kill a Mockingbird'.",27/02/1986
259,Hombre,"Amo romances como 'Twilight', juveniles como 'The Fault in Our Stars' y fantasías como 'The Hobbit'.",17/08/2001
260,Mujer,"Disfruto clásicos como 'Romeo and Juliet', memorias como 'Het Achterhuis' y romances como 'Little Women'.",22/08/1975
261,Hombre,"Prefiero distopías como 'The Hunger Games', fantasías como 'The Hobbit' y clásicos como 'The Great Gatsby'.",22/01/1993
262,Mujer,"Me encantan thrillers como 'Gone Girl', clásicos como 'Jane Eyre' y misterios como 'Angels & Demons'.",10/09/1989
263,Hombre,"Disfruto distopías como 'The Hunger Games', romances como 'Twilight' y reflexiones como 'The Catcher in the Rye'.",14/02/2002
264,Mujer,"Amo clásicos como 'Pride and Prejudice', fantasías como 'The Fellowship of the Ring' y dramas como 'The Kite Runner'.",24/01/1984
265,Hombre,"Prefiero distopías como 'The Hunger Games', juveniles como 'The Fault in Our Stars' y thrillers como 'Angels & Demons'.",28/08/1997
266,Mujer,"Disfruto thrillers como 'The Girl on the Train', misterios como 'The Goldfinch' y fantasías como 'The Night Circus'.",08/07/2000
267,Mujer,"Me gustan dramas como 'The Book Thief', thrillers como 'The Girl on the Train' y romances como 'Me Before You'.",16/10/1995
268,Hombre,"Amo clásicos como 'To Kill a Mockingbird', fantasías como 'A Game of Thrones' y dramas como 'The Help'.",27/04/1978
269,Mujer,"Disfruto clásicos como 'Pride and Prejudice', dramas como 'The Kite Runner' y misterios como 'The Curious Incident'.",17/04/1987
270,Hombre,"Prefiero distopías como 'Mockingjay', aventuras como 'Harry Potter' y memorias como 'Het Achterhuis'.",09/01/1999
271,Mujer,"Me encantan distopías como 'The Hunger Games', romances como 'Twilight' y clásicos como 'The Great Gatsby'.",27/08/2005
272,Hombre,"Disfruto distopías como 'Catching Fire', thrillers como 'Män som hatar kvinnor' y aventuras como 'Harry Potter'.",25/08/1996
273,Mujer,"Amo juveniles como 'The Fault in Our Stars', romances como 'Fifty Shades of Grey' y distopías como 'Insurgent'.",25/04/2001
274,Hombre,"Prefiero clásicos como 'The Great Gatsby', fantasías como 'The Hobbit' y romances como 'Pride and Prejudice'.",11/01/1982
275,Mujer,"Me gustan clásicos como 'Pride and Prejudice', dramas como 'The Kite Runner' y reflexiones como 'To Kill a Mockingbird'.",06/08/1990
276,Hombre,"Disfruto distopías como 'The Hunger Games', fantasías como 'The Hobbit' y romances como 'Twilight'.",06/02/2003
277,Mujer,"Amo juveniles como 'The Fault in Our Stars', thrillers como 'Gone Girl' y misterios como 'The Da Vinci Code'.",04/06/1994
278,Hombre,"Prefiero distopías como 'The Hunger Games', juveniles como 'The Fault in Our Stars' y clásicos como 'To Kill a Mockingbird'.",02/03/1998
279,Mujer,"Me encantan aventuras como 'Harry Potter', fantasías como 'The Hobbit' y reflexiones como 'The Catcher in the Rye'.",17/10/1991
280,Hombre,"Disfruto distopías como 'Mockingjay', dramas como 'The Help' y clásicos como 'Of Mice and Men'.",21/05/1997
281,Mujer,"Amo aventuras como 'Harry Potter' y distopías como 'The Hunger Games', con un toque de fantasía.",01/06/2000
282,Hombre,"Prefiero distopías como 'The Hunger Games', romances como 'Twilight' y clásicos como 'The Great Gatsby'.",01/08/2004
283,Mujer,"Disfruto distopías como 'The Hunger Games', fantasías como 'The Hobbit' y romances como 'Twilight'.",18/09/2002
284,Hombre,"Me gustan distopías como 'Mockingjay', dramas como 'The Kite Runner' y aventuras como 'Harry Potter'.",14/09/1995
285,Mujer,"Amo clásicos como 'The Great Gatsby', thrillers como 'Män som hatar kvinnor' y dramas como 'The Kite Runner'.",25/10/1979
286,Hombre,"Disfruto thrillers como 'Gone Girl', dramas como 'The Kite Runner' y narrativas como 'Memoirs of a Geisha'.",23/08/1992
287,Mujer,"Prefiero aventuras como 'Harry Potter', distopías como 'Fahrenheit 451' y reflexiones como 'The Catcher in the Rye'.",23/08/1986
288,Hombre,"Me encantan aventuras como 'Harry Potter', romances como 'Twilight' y espiritualidad como 'O Alquimista'.",12/03/1999
289,Mujer,"Disfruto aventuras como 'Harry Potter', clásicos como 'Pride and Prejudice' y fantasías como 'The Hobbit'.",28/02/1988
290,Hombre,"Amo romances como 'Twilight', distopías como 'Divergent' y memorias como 'Het Achterhuis'.",07/07/2001
291,Mujer,"Prefiero distopías como 'The Hunger Games', romances como 'Twilight' y thrillers como 'Män som hatar kvinnor'.",28/01/1997
292,Hombre,"Disfruto juveniles como 'The Fault in Our Stars', distopías como 'Divergent' y memorias como 'Het Achterhuis'.",07/09/2003
293,Mujer,"Me gustan distopías como 'The Hunger Games', fantasías como 'The Hobbit' y romances como 'Twilight'.",06/08/2005
294,Hombre,"Amo distopías como 'Divergent', juveniles como 'The Fault in Our Stars' y thrillers como 'Män som hatar kvinnor'.",26/05/2000
295,Mujer,"Disfruto romances como 'Twilight', distopías como 'The Hunger Games' y reflexiones como 'The Catcher in the Rye'.",06/08/1998
296,Hombre,"Prefiero fantasías como 'The Hobbit', clásicos como 'The Great Gatsby' y distopías como 'Nineteen Eighty-Four'.",16/08/1984
297,Mujer,"Me encantan distopías como 'Catching Fire', clásicos como 'Pride and Prejudice' y fantasías como 'The Hobbit'.",25/08/1996
298,Hombre,"Disfruto clásicos como 'The Great Gatsby', distopías como 'The Hunger Games' y dramas como 'The Kite Runner'.",05/06/1990
299,Mujer,"Amo fantasías como 'The Hobbit', distopías como 'Nineteen Eighty-Four' y aventuras como 'Harry Potter'.",11/10/1981
300,Hombre,"Prefiero clásicos como 'The Great Gatsby', distopías como 'Nineteen Eighty-Four' y thrillers como 'The Da Vinci Code'.",09/11/1975
999999,Hombre,Esto es una prueba. Enrique Pastor. CJTL.,19/08/1926
301,Hombre,"Disfruto fantasías como 'Harry Potter' y 'The Hobbit', además de distopías como 'Nineteen Eighty-Four' y 'Animal Farm'.",26/11/1987
302,Mujer,"Prefiero clásicos como 'Pride and Prejudice', dramas como 'The Lovely Bones' y reflexiones como 'O Alquimista'.",13/02/1980
303,Prefiero no responder,"Me gustan distopías como 'Nineteen Eighty-Four', clásicos como 'The Catcher in the Rye' y reflexiones como 'Lord of the Flies'.",07/08/1975
304,Mujer,"Amo clásicos como 'Pride and Prejudice', dramas como 'The Kite Runner' y narrativas como 'Memoirs of a Geisha'.",12/08/1983
305,Prefiero no responder,"Disfruto distopías como 'The Hunger Games', romances como 'Twilight' y clásicos como 'The Great Gatsby'.",23/07/2002
306,Mujer,"Me encantan distopías como 'The Hunger Games', memorias como 'Het Achterhuis' y dramas como 'The Help'.",19/06/1997
307,Hombre,"Prefiero distopías como 'The Hunger Games', dramas como 'The Kite Runner' y thrillers como 'Män som hatar kvinnor'.",22/11/1990
308,Hombre,Amo fantasías épicas como 'A Game of Thrones' y ciencia ficción como 'Ender's Game'.,08/09/1993
309,Prefiero no responder,"Disfruto distopías como 'The Hunger Games', juveniles como 'The Fault in Our Stars' y dramas como 'The Kite Runner'.",21/04/1998
310,Mujer,"Me gustan thrillers como 'Angels & Demons', dramas como 'The Help' y narrativas como 'The Book Thief'.",14/04/1985
311,Mujer,"Prefiero romances como 'Twilight', distopías como 'Divergent' y thrillers como 'Gone Girl'.",26/11/2000
312,Prefiero no responder,"Disfruto romances como 'Twilight', fantasías como 'The Hobbit' y thrillers como 'The Da Vinci Code'.",04/03/1996
313,Mujer,"Amo clásicos como 'Pride and Prejudice', reflexiones como 'To Kill a Mockingbird' y tragedias como 'Romeo and Juliet'.",21/05/1978
314,Hombre,"Me encantan distopías como 'The Hunger Games', juveniles como 'The Fault in Our Stars' y clásicos como 'The Great Gatsby'.",15/01/2003
315,Hombre,Prefiero thrillers como 'The Girl on the Train' y terror como 'The Shining' y 'It'.,02/07/1992
316,Prefiero no responder,"Disfruto clásicos como 'To Kill a Mockingbird', reflexiones como 'Lord of the Flies' y aventuras como 'Life of Pi'.",06/10/1977
317,Hombre,"Amo distopías como 'The Hunger Games', thrillers como 'Män som hatar kvinnor' y sátiras como 'Animal Farm'.",07/11/1995
318,Prefiero no responder,"Me gustan fantasías como 'The Hobbit', dramas como 'The Kite Runner' y aventuras como 'Harry Potter'.",16/07/1989
319,Mujer,"Disfruto clásicos como 'Jane Eyre', aventuras como 'Harry Potter' y reflexiones como 'Fahrenheit 451'.",24/05/1984
320,Mujer,"Prefiero clásicos como 'Pride and Prejudice', reflexiones como 'The Catcher in the Rye' y dramas como 'To Kill a Mockingbird'.",06/07/1981
321,Prefiero no responder,"Me encantan distopías como 'The Hunger Games', clásicos como 'The Great Gatsby' y reflexiones como 'The Catcher in the Rye'.",15/07/2005
322,Mujer,"Disfruto romances como 'Twilight', fantasías como 'The Hobbit' y distopías como 'The Giver'.",26/04/1999
323,Hombre,"Amo distopías como 'The Hunger Games', juveniles como 'The Fault in Our Stars' y clásicos como 'The Great Gatsby'.",13/12/2001
324,Prefiero no responder,"Me gustan fantasías como 'The Hobbit', thrillers como 'Angels & Demons' y clásicos como 'Wuthering Heights'.",22/09/1986
325,Prefiero no responder,"Disfruto distopías como 'The Hunger Games', clásicos como 'The Great Gatsby' y reflexiones como 'The Catcher in the Rye'.",07/12/2004
326,Mujer,"Prefiero dramas como 'The Kite Runner', clásicos como 'Pride and Prejudice' y reflexiones como 'Lord of the Flies'.",01/02/1979
327,Mujer,"Me encantan juveniles como 'The Fault in Our Stars', thrillers como 'The Girl on the Train' y romances como 'Eleanor & Park'.",16/08/2000
328,Prefiero no responder,"Disfruto romances como 'Twilight', dramas como 'The Kite Runner' y thrillers como 'The Da Vinci Code'.",16/10/1997
329,Hombre,"Amo distopías como 'The Hunger Games', fantasías como 'The Hobbit' y clásicos como 'The Great Gatsby'.",16/08/1991
330,Hombre,"Prefiero distopías como 'Nineteen Eighty-Four', thrillers como 'Gone Girl' y aventuras como 'Life of Pi'.",19/05/1973
331,Mujer,"Me gustan clásicos como 'Pride and Prejudice', fantasías como 'The Hobbit' y reflexiones como 'The Catcher in the Rye'.",21/01/1982
332,Hombre,"Disfruto distopías como 'The Hunger Games', juveniles como 'The Fault in Our Stars' y sátiras como 'Animal Farm'.",06/12/1998
333,Prefiero no responder,"Amo aventuras como 'Harry Potter', distopías como 'Divergent' y reflexiones como 'The Catcher in the Rye'.",12/08/1994
334,Mujer,"Me encantan dramas como 'Me Before You', clásicos como 'To Kill a Mockingbird' y misterios como 'The Goldfinch'.",09/10/1988
335,Prefiero no responder,"Disfruto juveniles como 'The Fault in Our Stars', thrillers como 'Gone Girl' y clásicos como 'Romeo and Juliet'.",21/08/1996
336,Hombre,"Prefiero distopías como 'Mockingjay', thrillers como 'The Girl on the Train' y terror como 'The Shining'.",22/01/1993
337,Prefiero no responder,"Me gustan clásicos como 'To Kill a Mockingbird', distopías como 'Nineteen Eighty-Four' y memorias como 'Het Achterhuis'.",21/10/1976
338,Hombre,"Disfruto clásicos como 'The Great Gatsby', thrillers como 'Angels & Demons' y reflexiones como 'The Catcher in the Rye'.",15/04/1990
339,Hombre,"Amo clásicos como 'To Kill a Mockingbird', distopías como 'Nineteen Eighty-Four' y dramas como 'The Kite Runner'.",11/02/1985
340,Prefiero no responder,"Me encantan clásicos como 'Of Mice and Men', fantasías como 'The Hobbit' y thrillers como 'The Da Vinci Code'.",05/12/1979
341,Hombre,"Disfruto aventuras como 'Harry Potter', distopías como 'Divergent' y dramas como 'The Kite Runner'.",27/07/2002
342,Prefiero no responder,"Prefiero fantasías como 'The Hobbit', clásicos como 'The Great Gatsby' y dramas como 'The Kite Runner'.",07/01/1992
343,Hombre,"Me gustan distopías como 'The Hunger Games', clásicos como 'The Great Gatsby' y thrillers como 'Angels & Demons'.",14/04/1999
344,Prefiero no responder,"Disfruto fantasías como 'The Hobbit', clásicos como 'The Catcher in the Rye' y distopías como 'Nineteen Eighty-Four'.",22/05/1986
345,Mujer,"Amo aventuras como 'Harry Potter', dramas como 'The Kite Runner' y sátiras como 'Animal Farm'.",23/03/1995
346,Mujer,"Me encantan distopías como 'The Hunger Games', juveniles como 'The Fault in Our Stars' y thrillers como 'Gone Girl'.",25/05/2000
347,Hombre,"Disfruto fantasías como 'The Hobbit', sátiras como 'Animal Farm' y reflexiones como 'The Catcher in the Rye'.",05/06/1978
348,Mujer,"Prefiero distopías como 'Divergent', juveniles como 'The Fault in Our Stars' y aventuras como 'Harry Potter'.",25/09/1997
349,Hombre,"Me gustan clásicos como 'The Great Gatsby', fantasías como 'The Hobbit' y thrillers como 'Angels & Demons'.",22/04/1984
350,Prefiero no responder,"Disfruto distopías como 'The Hunger Games', juveniles como 'The Fault in Our Stars' y memorias como 'Het Achterhuis'.",05/02/2001
351,Mujer,"Amo thrillers como 'Gone Girl', dramas como 'The Help' y aventuras como 'Harry Potter'.",02/07/1989
352,Hombre,"Me encantan distopías como 'The Hunger Games', fantasías como 'The Hobbit' y juveniles como 'The Fault in Our Stars'.",11/12/2003
353,Mujer,"Disfruto distopías como 'The Hunger Games', romances como 'Twilight' y fantasías como 'A Game of Thrones'.",23/09/2005
354,Prefiero no responder,"Prefiero aventuras como 'Harry Potter', clásicos como 'Pride and Prejudice' y distopías como 'Nineteen Eighty-Four'.",18/11/1991
355,Hombre,"Me gustan distopías como 'Nineteen Eighty-Four', fantasías como 'The Fellowship of the Ring' y thrillers como 'The Da Vinci Code'.",22/01/1974
356,Prefiero no responder,"Disfruto romances como 'Twilight', fantasías como 'The Hobbit' y clásicos como 'To Kill a Mockingbird'.",15/11/1998
357,Hombre,"Amo clásicos como 'The Great Gatsby', distopías como 'Nineteen Eighty-Four' y fantasías como 'The Hobbit'.",22/10/1977
358,Mujer,"Me encantan romances como 'Twilight', clásicos como 'The Great Gatsby' y dramas como 'The Kite Runner'.",28/07/2000
359,Hombre,"Disfruto distopías como 'The Hunger Games', thrillers como 'Gone Girl' y ciencia ficción como 'Slaughterhouse-Five'.",13/01/1996
360,Mujer,"Prefiero distopías como 'The Hunger Games', romances como 'Twilight' y thrillers como 'Män som hatar kvinnor'.",27/11/2002
361,Prefiero no responder,"Me gustan clásicos como 'To Kill a Mockingbird', fantasías como 'The Hobbit' y memorias como 'Het Achterhuis'.",06/12/1981
362,Mujer,"Disfruto distopías como 'The Hunger Games', romances como 'Twilight' y clásicos como 'Pride and Prejudice'.",20/07/2004
363,Prefiero no responder,"Amo distopías como 'The Hunger Games', clásicos como 'The Great Gatsby' y dramas como 'The Kite Runner'.",03/12/1999
364,Hombre,"Me encantan thrillers como 'Angels & Demons', distopías como 'Divergent' y reflexiones como 'The Catcher in the Rye'.",04/04/1992
365,Mujer,"Disfruto juveniles como 'The Fault in Our Stars', thrillers como 'Gone Girl' y fantasías como 'A Game of Thrones'.",19/02/1995
366,Prefiero no responder,"Prefiero fantasías como 'The Hobbit', clásicos como 'The Great Gatsby' y reflexiones como 'The Catcher in the Rye'.",26/01/1990
367,Mujer,"Me gustan clásicos como 'Jane Eyre', dramas como 'Middlesex' y ciencia ficción como 'Dune'.",19/06/1979
368,Hombre,"Disfruto distopías como 'The Hunger Games', romances como 'Twilight' y memorias como 'Het Achterhuis'.",19/08/2001
369,Prefiero no responder,"Amo clásicos como 'To Kill a Mockingbird', fantasías como 'The Hobbit' y sátiras como 'Animal Farm'.",28/06/1976
370,Hombre,Me encantan aventuras como 'Harry Potter' y thrillers como 'Angels & Demons'.,27/04/1994
371,Mujer,"Disfruto sátiras como 'Animal Farm', memorias como 'Eat, Pray, Love' y clásicos como 'Charlotte's Web'.",20/11/1983
372,Prefiero no responder,"Prefiero romances como 'Twilight', fantasías como 'The Hobbit' y clásicos como 'To Kill a Mockingbird'.",15/03/2005
373,Hombre,"Me gustan distopías como 'Divergent', reflexiones como 'Lord of the Flies' y thrillers como 'The Girl on the Train'.",16/10/1997
374,Prefiero no responder,"Disfruto distopías como 'The Hunger Games', juveniles como 'The Fault in Our Stars' y fantasías como 'The Hobbit'.",12/02/2000
375,Hombre,"Amo distopías como 'The Hunger Games', clásicos como 'The Great Gatsby' y fantasías como 'The Hobbit'.",07/02/2003
376,Prefiero no responder,"Me encantan clásicos como 'The Great Gatsby', distopías como 'Nineteen Eighty-Four' y reflexiones como 'The Catcher in the Rye'.",24/01/1978
377,Mujer,"Disfruto distopías como 'Divergent', dramas como 'The Kite Runner' y narrativas como 'The Lovely Bones'.",22/10/1995
378,Hombre,"Prefiero aventuras como 'Harry Potter', clásicos como 'The Great Gatsby' y reflexiones como 'The Catcher in the Rye'.",01/06/1991
379,Mujer,"Me gustan aventuras como 'Harry Potter', clásicos como 'Pride and Prejudice' y fantasías como 'The Hobbit'.",17/06/1986
380,Hombre,"Disfruto clásicos como 'The Great Gatsby', fantasías como 'The Hobbit' y aventuras como 'Harry Potter'.",05/04/1980
381,Prefiero no responder,"Amo romances como 'Twilight', fantasías como 'The Fellowship of the Ring' y thrillers como 'Angels & Demons'.",23/07/1998
382,Hombre,"Me encantan distopías como 'The Hunger Games', thrillers como 'Män som hatar kvinnor' y aventuras como 'Harry Potter'.",23/01/1996
383,Mujer,"Disfruto romances como 'Twilight', fantasías como 'The Hobbit' y clásicos como 'Pride and Prejudice'.",17/03/2002
384,Prefiero no responder,"Prefiero distopías como 'The Hunger Games', thrillers como 'Angels & Demons' y dramas como 'The Kite Runner'.",16/10/1999
385,Mujer,"Me gustan distopías como 'The Hunger Games', romances como 'Twilight' y clásicos como 'The Great Gatsby'.",14/05/2005
386,Hombre,"Disfruto aventuras como 'Harry Potter', clásicos como 'Pride and Prejudice' y sátiras como 'Animal Farm'.",26/08/1988
387,Mujer,"Amo distopías como 'The Hunger Games', juveniles como 'The Fault in Our Stars' y clásicos como 'The Great Gatsby'.",21/11/2001
388,Prefiero no responder,"Me encantan distopías como 'The Hunger Games', juveniles como 'The Fault in Our Stars' y clásicos como 'Pride and Prejudice'.",12/11/1997
389,Hombre,"Disfruto distopías como 'The Hunger Games', clásicos como 'The Great Gatsby' y reflexiones como 'The Catcher in the Rye'.",26/07/2004
390,Mujer,"Prefiero thrillers como 'The Girl on the Train', distopías como 'Nineteen Eighty-Four' y romances como 'Outlander'.",28/06/1990
391,Mujer,"Me gustan dramas como 'The Kite Runner', thrillers como 'The Girl on the Train' y narrativas como 'The Book Thief'.",24/10/1993
392,Prefiero no responder,"Disfruto juveniles como 'The Fault in Our Stars', thrillers como 'Gone Girl' y dramas como 'The Kite Runner'.",14/05/1998
393,Hombre,"Amo fantasías como 'The Hobbit', clásicos como 'The Great Gatsby' y reflexiones como 'The Catcher in the Rye'.",09/07/1992
394,Prefiero no responder,"Me encantan distopías como 'The Hunger Games', clásicos como 'The Catcher in the Rye' y sátiras como 'Animal Farm'.",06/10/1985
395,Mujer,"Disfruto aventuras como 'Harry Potter', clásicos como 'Pride and Prejudice' y thrillers como 'Angels & Demons'.",11/07/1989
396,Mujer,"Prefiero romances como 'Twilight', distopías como 'Catching Fire' y dramas como 'The Kite Runner'.",09/02/2000
397,Hombre,"Me gustan distopías como 'The Hunger Games', romances como 'Twilight' y fantasías como 'The Hobbit'.",04/05/2003
398,Prefiero no responder,"Disfruto clásicos como 'The Great Gatsby', fantasías como 'The Hobbit' y reflexiones como 'The Catcher in the Rye'.",25/08/1991
399,Mujer,"Amo clásicos como 'Romeo and Juliet', dramas como 'The Secret Life of Bees' y reflexiones como 'Fahrenheit 451'.",03/03/1977
400,Prefiero no responder,"Me encantan distopías como 'The Hunger Games', romances como 'Twilight' y clásicos como 'The Great Gatsby'.",27/01/2005
401,Hombre,"Me gustan fantasías como 'Harry Potter' y 'The Hobbit', además de thrillers como 'Angels & Demons' y distopías como 'Catching Fire'.",12/02/1991
